image_type,image_name,rating
are,aep_001.jpg,2.929824561403509
are,aep_002.jpg,2.9649122807017547
are,aep_004.jpg,3.9122807017543857
are,aep_005.jpg,3.6491228070175437
are,aep_006.jpg,5.245614035087719
are,aep_007.jpg,3.0877192982456148
are,aep_008.jpg,3.684210526315789
are,aep_009.jpg,2.719298245614035
are,aep_010.jpg,4.350877192982455
are,aep_011.jpg,3.8245614035087723
are,aep_012.jpg,3.5789473684210527
are,aep_013.jpg,3.403508771929824
are,aep_014.jpg,5.035087719298246
are,aep_015.jpg,2.385964912280702
are,aep_016.jpg,3.8421052631578947
are,aep_017.jpg,4.070175438596491
are,aep_018.jpg,2.8596491228070176
are,aep_020.jpg,3.8947368421052633
are,aep_021.jpg,3.807017543859649
are,aep_022.jpg,5.228070175438597
are,aep_023.jpg,3.228070175438597
are,aep_024.jpg,4.035087719298247
are,aep_025.jpg,4.578947368421052
are,aep_026.jpg,2.7017543859649122
are,aep_027.jpg,3.456140350877193
are,aep_028.jpg,4.175438596491228
are,aep_029.jpg,3.5087719298245617
are,aep_030.jpg,3.9122807017543857
are,aep_031.jpg,5.070175438596491
are,aep_032.jpg,2.649122807017544
are,aep_033.jpg,3.3333333333333335
are,aep_034.jpg,4.298245614035088
are,aep_035.jpg,2.8771929824561404
are,aep_036.jpg,5.052631578947367
are,aep_037.jpg,3.5614035087719293
are,aep_038.jpg,3.7017543859649122
are,aep_039.jpg,2.491228070175439
are,aep_040.jpg,2.9649122807017547
are,aep_041.jpg,3.596491228070176
are,aep_042.jpg,2.4736842105263164
are,aep_043.jpg,3.929824561403509
are,aep_044.jpg,2.157894736842105
are,aep_045.jpg,3.684210526315789
are,aep_046.jpg,3.5789473684210527
are,aep_048.jpg,3.526315789473684
are,aep_049.jpg,3.6842105263157894
are,aep_050.jpg,2.280701754385965
are,aep_051.jpg,4.947368421052631
are,aep_052.jpg,2.4210526315789473
are,aep_053.jpg,4.385964912280702
are,aep_054.jpg,3.4912280701754383
are,aep_055.jpg,3.4385964912280707
are,aep_056.jpg,3.087719298245614
are,aep_057.jpg,4.210526315789474
are,aep_058.jpg,3.4385964912280698
are,aep_059.jpg,3.4385964912280698
are,aep_060.jpg,2.754385964912281
are,aep_062.jpg,3.5438596491228074
are,aep_063.jpg,3.245614035087719
are,aep_064.jpg,2.7719298245614037
are,aep_065.jpg,4.087719298245614
are,aep_066.jpg,4.0
are,aep_067.jpg,3.3508771929824563
are,aep_068.jpg,3.157894736842105
are,aep_069.jpg,3.7543859649122804
are,aep_070.jpg,3.0701754385964906
are,aep_071.jpg,3.385964912280702
are,aep_072.jpg,3.7192982456140355
are,aep_073.jpg,4.192982456140351
are,aep_074.jpg,4.087719298245614
are,aep_075.jpg,4.157894736842105
are,aep_076.jpg,3.87719298245614
are,aep_077.jpg,3.8070175438596494
are,aep_078.jpg,3.9824561403508767
are,aep_079.jpg,4.035087719298246
are,aep_080.jpg,3.859649122807017
are,aep_081.jpg,3.807017543859649
are,aep_082.jpg,4.175438596491228
are,aep_083.jpg,3.666666666666666
are,aep_084.jpg,3.210526315789474
are,aep_085.jpg,4.5964912280701755
are,aep_086.jpg,3.140350877192983
are,aep_087.jpg,4.105263157894737
are,aep_088.jpg,3.6842105263157894
are,aep_089.jpg,3.1228070175438596
are,aep_090.jpg,3.263157894736842
are,aep_091.jpg,3.6842105263157894
are,aep_092.jpg,2.8596491228070176
are,aep_093.jpg,3.4912280701754392
are,aep_094.jpg,3.070175438596491
are,aep_095.jpg,3.1228070175438596
are,aep_096.jpg,3.2105263157894735
are,aep_097.jpg,3.263157894736842
are,aep_098.jpg,3.5614035087719293
are,aep_099.jpg,3.0350877192982453
are,aep_100.jpg,3.0350877192982453
are,aep_101.jpg,2.8947368421052633
are,aep_102.jpg,3.070175438596492
are,aep_103.jpg,3.0526315789473686
are,aep_104.jpg,2.7368421052631575
are,aep_105.jpg,2.578947368421053
are,aep_106.jpg,3.771929824561403
are,aep_107.jpg,3.7719298245614037
are,aep_108.jpg,5.157894736842105
are,aep_109.jpg,4.684210526315789
are,aep_110.jpg,3.4210526315789473
are,aep_111.jpg,4.035087719298246
are,aep_112.jpg,5.035087719298246
ari,aip_001.jpg,4.549019607843137
ari,aip_002.jpg,4.666666666666667
ari,aip_003.jpg,3.6470588235294112
ari,aip_004.jpg,5.313725490196079
ari,aip_005.jpg,4.7254901960784315
ari,aip_006.jpg,2.7254901960784315
ari,aip_007.jpg,4.666666666666666
ari,aip_008.jpg,4.313725490196079
ari,aip_009.jpg,3.3725490196078436
ari,aip_010.jpg,4.137254901960785
ari,aip_011.jpg,4.1568627450980395
ari,aip_012.jpg,3.0588235294117645
ari,aip_013.jpg,4.686274509803922
ari,aip_014.jpg,3.117647058823529
ari,aip_015.jpg,3.6666666666666665
ari,aip_016.jpg,4.686274509803922
ari,aip_017.jpg,3.450980392156863
ari,aip_018.jpg,3.980392156862745
ari,aip_019.jpg,3.7450980392156867
ari,aip_020.jpg,3.8235294117647065
ari,aip_021.jpg,3.4705882352941178
ari,aip_022.jpg,3.1764705882352944
ari,aip_023.jpg,4.117647058823529
ari,aip_024.jpg,3.156862745098039
ari,aip_025.jpg,3.6862745098039214
ari,aip_026.jpg,4.078431372549018
ari,aip_027.jpg,2.9215686274509802
ari,aip_028.jpg,3.0588235294117645
ari,aip_029.jpg,3.5882352941176467
ari,aip_030.jpg,3.7450980392156863
ari,aip_031.jpg,3.764705882352941
ari,aip_032.jpg,3.2549019607843137
ari,aip_033.jpg,4.666666666666666
ari,aip_034.jpg,3.2745098039215685
ari,aip_035.jpg,3.313725490196078
ari,aip_036.jpg,3.9803921568627447
ari,aip_037.jpg,3.7450980392156863
ari,aip_038.jpg,3.215686274509804
ari,aip_039.jpg,4.0588235294117645
ari,aip_040.jpg,3.647058823529412
ari,aip_041.jpg,3.5882352941176467
ari,aip_042.jpg,3.7058823529411766
