Subj,Block,Trial,ImageType,Image,Rating,RT
14,2,133,lsc,eqlsc019.jpg,1,0.6856
15,1,16,lsc,eqlsc019.jpg,3,0.9352
15,2,94,lsc,eqlsc019.jpg,4,2.0006
16,1,98,lsc,eqlsc019.jpg,6,1.0526
16,2,97,lsc,eqlsc019.jpg,7,0.8863
17,1,52,lsc,eqlsc019.jpg,3,1.8639
17,2,51,lsc,eqlsc019.jpg,2,1.0641
18,1,76,lsc,eqlsc019.jpg,4,0.7796
18,2,146,lsc,eqlsc019.jpg,2,1.6935
1,1,75,lsc,eqlsc070.jpg,4,1.3109
1,2,101,lsc,eqlsc070.jpg,1,0.7181
2,1,132,lsc,eqlsc070.jpg,4,0.8349
2,2,3,lsc,eqlsc070.jpg,4,0.4809
3,1,146,lsc,eqlsc070.jpg,3,2.3996
3,2,17,lsc,eqlsc070.jpg,4,5.2959
4,1,86,lsc,eqlsc070.jpg,3,1.0436
4,2,11,lsc,eqlsc070.jpg,3,2.4073
5,1,48,lsc,eqlsc070.jpg,3,0.6506
5,2,119,lsc,eqlsc070.jpg,2,0.6316
6,1,30,lsc,eqlsc070.jpg,3,0.6042
6,2,101,lsc,eqlsc070.jpg,5,0.5171
7,1,29,lsc,eqlsc070.jpg,3,1.2653
7,2,43,lsc,eqlsc070.jpg,3,0.4398
8,1,123,lsc,eqlsc070.jpg,3,0.5712
8,2,52,lsc,eqlsc070.jpg,3,1.5294
9,1,19,lsc,eqlsc070.jpg,4,4.0346
9,2,108,lsc,eqlsc070.jpg,4,0.6519
10,1,18,lsc,eqlsc070.jpg,2,0.7263
10,2,108,lsc,eqlsc070.jpg,4,1.5412
11,1,41,lsc,eqlsc070.jpg,2,0.9362
11,2,131,lsc,eqlsc070.jpg,3,0.583
12,1,114,lsc,eqlsc070.jpg,4,0.6527
12,2,72,lsc,eqlsc070.jpg,5,0.6208
13,1,77,lsc,eqlsc070.jpg,5,1.6562
13,2,35,lsc,eqlsc070.jpg,5,0.5987
14,1,75,lsc,eqlsc070.jpg,4,0.4881
14,2,119,lsc,eqlsc070.jpg,6,0.708
15,1,30,lsc,eqlsc070.jpg,3,0.934
15,2,74,lsc,eqlsc070.jpg,4,0.8616
16,1,99,lsc,eqlsc070.jpg,1,0.599
16,2,16,lsc,eqlsc070.jpg,1,0.9326
17,1,133,lsc,eqlsc070.jpg,4,0.7083
17,2,50,lsc,eqlsc070.jpg,4,1.4839
18,1,137,lsc,eqlsc070.jpg,1,0.9002
18,2,7,lsc,eqlsc070.jpg,3,1.7808
1,1,76,lsc,eqlsc110.jpg,4,0.921
1,2,46,lsc,eqlsc110.jpg,3,0.9787
2,1,74,lsc,eqlsc110.jpg,6,0.5528
2,2,45,lsc,eqlsc110.jpg,6,0.5375
3,1,104,lsc,eqlsc110.jpg,5,9.0611
3,2,75,lsc,eqlsc110.jpg,1,0.7689
4,1,122,lsc,eqlsc110.jpg,2,0.7443
4,2,25,lsc,eqlsc110.jpg,3,0.8611
5,1,101,lsc,eqlsc110.jpg,3,0.6541
5,2,49,lsc,eqlsc110.jpg,4,0.5244
6,1,100,lsc,eqlsc110.jpg,6,0.8895
6,2,48,lsc,eqlsc110.jpg,6,1.0594
7,1,73,lsc,eqlsc110.jpg,1,2.1256
7,2,74,lsc,eqlsc110.jpg,2,0.9648
8,1,142,lsc,eqlsc110.jpg,3,0.8255
8,2,96,lsc,eqlsc110.jpg,3,1.4061
9,1,143,lsc,eqlsc110.jpg,3,1.0042
9,2,42,lsc,eqlsc110.jpg,2,1.0957
10,1,72,lsc,eqlsc110.jpg,4,0.9562
10,2,111,lsc,eqlsc110.jpg,4,1.0582
11,1,38,lsc,eqlsc110.jpg,4,0.7326
11,2,77,lsc,eqlsc110.jpg,3,0.8493
12,1,145,lsc,eqlsc110.jpg,4,0.5042
12,2,49,lsc,eqlsc110.jpg,5,0.9452
13,1,100,lsc,eqlsc110.jpg,5,0.6259
13,2,4,lsc,eqlsc110.jpg,6,0.7323
14,1,129,lsc,eqlsc110.jpg,7,0.4864
14,2,6,lsc,eqlsc110.jpg,6,1.1124
15,1,143,lsc,eqlsc110.jpg,2,0.8375
15,2,20,lsc,eqlsc110.jpg,2,0.7528
16,1,41,lsc,eqlsc110.jpg,5,0.7568
16,2,144,lsc,eqlsc110.jpg,7,0.6522
17,1,5,lsc,eqlsc110.jpg,5,1.1735
17,2,108,lsc,eqlsc110.jpg,6,1.3139
18,1,30,lsc,eqlsc110.jpg,3,1.8059
18,2,47,lsc,eqlsc110.jpg,3,1.0256
1,1,77,lsc,eqlsc134.jpg,1,0.6989
1,2,120,lsc,eqlsc134.jpg,1,0.5537
2,1,11,lsc,eqlsc134.jpg,7,0.9275
2,2,16,lsc,eqlsc134.jpg,6,0.3692
3,1,133,lsc,eqlsc134.jpg,4,13.0463
3,2,138,lsc,eqlsc134.jpg,2,0.5188
4,1,34,lsc,eqlsc134.jpg,1,1.1091
4,2,133,lsc,eqlsc134.jpg,5,0.4959
5,1,109,lsc,eqlsc134.jpg,3,0.5962
5,2,44,lsc,eqlsc134.jpg,3,0.5758
6,1,105,lsc,eqlsc134.jpg,4,0.8737
6,2,40,lsc,eqlsc134.jpg,4,1.0076
7,1,50,lsc,eqlsc134.jpg,1,0.5853
7,2,141,lsc,eqlsc134.jpg,2,0.7683
8,1,114,lsc,eqlsc134.jpg,4,0.8279
8,2,148,lsc,eqlsc134.jpg,4,0.5963
9,1,82,lsc,eqlsc134.jpg,3,0.9552
9,2,147,lsc,eqlsc134.jpg,2,1.4916
10,1,31,lsc,eqlsc134.jpg,3,0.9188
10,2,65,lsc,eqlsc134.jpg,5,1.8839
11,1,84,lsc,eqlsc134.jpg,1,0.6441
11,2,118,lsc,eqlsc134.jpg,1,0.7561
12,1,137,lsc,eqlsc134.jpg,2,1.2683
12,2,124,lsc,eqlsc134.jpg,2,0.8137
13,1,25,lsc,eqlsc134.jpg,3,0.6693
13,2,12,lsc,eqlsc134.jpg,3,0.5963
14,1,6,lsc,eqlsc134.jpg,1,0.8214
14,2,54,lsc,eqlsc134.jpg,2,0.6999
15,1,95,lsc,eqlsc134.jpg,1,1.1284
15,2,143,lsc,eqlsc134.jpg,2,1.524
16,1,127,lsc,eqlsc134.jpg,5,0.76
16,2,121,lsc,eqlsc134.jpg,6,0.9641
17,1,28,lsc,eqlsc134.jpg,2,0.6197
17,2,22,lsc,eqlsc134.jpg,2,0.9715
18,1,26,lsc,eqlsc134.jpg,5,2.0349
18,2,101,lsc,eqlsc134.jpg,3,0.9371
1,1,78,lsc,eqlsc135.jpg,5,0.5702
1,2,93,lsc,eqlsc135.jpg,5,0.6619
2,1,53,lsc,eqlsc135.jpg,5,0.5739
2,2,18,lsc,eqlsc135.jpg,2,0.6236
3,1,131,lsc,eqlsc135.jpg,5,0.5726
3,2,96,lsc,eqlsc135.jpg,5,2.5883
4,1,57,lsc,eqlsc135.jpg,3,1.4422
4,2,120,lsc,eqlsc135.jpg,2,0.5375
5,1,74,lsc,eqlsc135.jpg,2,0.8635
5,2,28,lsc,eqlsc135.jpg,3,0.674
6,1,121,lsc,eqlsc135.jpg,6,1.2056
6,2,75,lsc,eqlsc135.jpg,5,0.8304
7,1,51,lsc,eqlsc135.jpg,4,0.6964
7,2,51,lsc,eqlsc135.jpg,3,0.5358
8,1,51,lsc,eqlsc135.jpg,3,0.812
8,2,115,lsc,eqlsc135.jpg,3,0.9223
9,1,98,lsc,eqlsc135.jpg,5,1.075
9,2,124,lsc,eqlsc135.jpg,4,1.2424
10,1,8,lsc,eqlsc135.jpg,4,0.8233
10,2,19,lsc,eqlsc135.jpg,5,0.8017
11,1,130,lsc,eqlsc135.jpg,4,0.6285
11,2,141,lsc,eqlsc135.jpg,4,0.7377
12,1,11,lsc,eqlsc135.jpg,5,0.8352
12,2,96,lsc,eqlsc135.jpg,4,0.6853
13,1,53,lsc,eqlsc135.jpg,3,0.5563
13,2,138,lsc,eqlsc135.jpg,3,0.7173
14,1,56,lsc,eqlsc135.jpg,2,0.7512
14,2,41,lsc,eqlsc135.jpg,2,0.6203
15,1,108,lsc,eqlsc135.jpg,4,0.6474
15,2,93,lsc,eqlsc135.jpg,5,1.8849
16,1,47,lsc,eqlsc135.jpg,2,1.0743
16,2,40,lsc,eqlsc135.jpg,5,0.5037
17,1,109,lsc,eqlsc135.jpg,4,0.7508
17,2,102,lsc,eqlsc135.jpg,4,0.9421
18,1,45,lsc,eqlsc135.jpg,3,1.1054
18,2,41,lsc,eqlsc135.jpg,3,1.114
1,1,79,lsc,eqlsc044.jpg,5,0.5668
1,2,61,lsc,eqlsc044.jpg,5,0.7352
2,1,118,lsc,eqlsc044.jpg,3,0.5153
2,2,42,lsc,eqlsc044.jpg,2,0.601
3,1,107,lsc,eqlsc044.jpg,6,1.4091
3,2,31,lsc,eqlsc044.jpg,4,1.1635
4,1,147,lsc,eqlsc044.jpg,5,1.3003
4,2,10,lsc,eqlsc044.jpg,3,0.7173
5,1,66,lsc,eqlsc044.jpg,4,1.5051
5,2,70,lsc,eqlsc044.jpg,2,0.6673
6,1,79,lsc,eqlsc044.jpg,7,0.8189
6,2,83,lsc,eqlsc044.jpg,7,0.8415
7,1,94,lsc,eqlsc044.jpg,6,0.9833
7,2,145,lsc,eqlsc044.jpg,6,0.555
8,1,62,lsc,eqlsc044.jpg,4,0.4954
8,2,118,lsc,eqlsc044.jpg,5,0.8426
9,1,34,lsc,eqlsc044.jpg,7,1.0528
9,2,5,lsc,eqlsc044.jpg,7,0.9996
10,1,9,lsc,eqlsc044.jpg,2,1.2638
10,2,38,lsc,eqlsc044.jpg,5,0.6811
11,1,111,lsc,eqlsc044.jpg,5,0.9559
11,2,140,lsc,eqlsc044.jpg,5,0.6954
12,1,14,lsc,eqlsc044.jpg,2,0.9783
12,2,44,lsc,eqlsc044.jpg,5,0.5896
13,1,105,lsc,eqlsc044.jpg,3,0.595
13,2,135,lsc,eqlsc044.jpg,5,0.6291
14,1,83,lsc,eqlsc044.jpg,7,0.5883
14,2,143,lsc,eqlsc044.jpg,6,0.8993
15,1,6,lsc,eqlsc044.jpg,3,1.2053
15,2,66,lsc,eqlsc044.jpg,4,0.8347
16,1,144,lsc,eqlsc044.jpg,2,2.2579
16,2,70,lsc,eqlsc044.jpg,3,1.6962
17,1,79,lsc,eqlsc044.jpg,5,0.9827
17,2,5,lsc,eqlsc044.jpg,5,0.8373
18,1,3,lsc,eqlsc044.jpg,5,0.7197
18,2,74,lsc,eqlsc044.jpg,4,1.2575
1,1,80,lsc,eqlsc018.jpg,3,0.8354
1,2,144,lsc,eqlsc018.jpg,3,0.7231
2,1,126,lsc,eqlsc018.jpg,2,0.5543
2,2,114,lsc,eqlsc018.jpg,2,0.7277
3,1,35,lsc,eqlsc018.jpg,3,1.5836
3,2,23,lsc,eqlsc018.jpg,4,2.934
4,1,118,lsc,eqlsc018.jpg,3,0.5715
4,2,73,lsc,eqlsc018.jpg,5,0.8903
5,1,79,lsc,eqlsc018.jpg,2,0.859
5,2,134,lsc,eqlsc018.jpg,2,0.6469
6,1,15,lsc,eqlsc018.jpg,1,0.8936
6,2,70,lsc,eqlsc018.jpg,3,0.8805
7,1,136,lsc,eqlsc018.jpg,1,1.0241
7,2,23,lsc,eqlsc018.jpg,1,0.8726
8,1,69,lsc,eqlsc018.jpg,3,0.5556
8,2,14,lsc,eqlsc018.jpg,2,0.7776
9,1,22,lsc,eqlsc018.jpg,2,0.6249
9,2,93,lsc,eqlsc018.jpg,2,0.7326
10,1,67,lsc,eqlsc018.jpg,2,0.6844
10,2,22,lsc,eqlsc018.jpg,4,1.9504
11,1,127,lsc,eqlsc018.jpg,1,0.7968
11,2,82,lsc,eqlsc018.jpg,1,0.8837
12,1,106,lsc,eqlsc018.jpg,2,0.724
12,2,132,lsc,eqlsc018.jpg,2,1.39
13,1,17,lsc,eqlsc018.jpg,2,1.2116
13,2,43,lsc,eqlsc018.jpg,4,0.6384
14,1,8,lsc,eqlsc018.jpg,1,1.0895
14,2,42,lsc,eqlsc018.jpg,3,0.5564
15,1,107,lsc,eqlsc018.jpg,2,1.6036
15,2,141,lsc,eqlsc018.jpg,1,2.2055
16,1,115,lsc,eqlsc018.jpg,4,0.6053
16,2,48,lsc,eqlsc018.jpg,5,1.7621
17,1,101,lsc,eqlsc018.jpg,4,1.0
17,2,34,lsc,eqlsc018.jpg,4,1.2438
18,1,83,lsc,eqlsc018.jpg,2,1.6351
18,2,43,lsc,eqlsc018.jpg,3,0.9481
1,1,81,lsc,eqlsc142.jpg,2,0.7733
1,2,11,lsc,eqlsc142.jpg,1,0.8391
2,1,115,lsc,eqlsc142.jpg,3,0.8803
2,2,68,lsc,eqlsc142.jpg,1,0.7354
3,1,81,lsc,eqlsc142.jpg,4,0.7125
3,2,34,lsc,eqlsc142.jpg,4,4.2681
4,1,121,lsc,eqlsc142.jpg,6,0.9318
4,2,127,lsc,eqlsc142.jpg,5,0.9237
5,1,67,lsc,eqlsc142.jpg,4,0.6249
5,2,19,lsc,eqlsc142.jpg,4,0.7244
6,1,130,lsc,eqlsc142.jpg,4,0.5032
6,2,82,lsc,eqlsc142.jpg,4,0.4131
7,1,43,lsc,eqlsc142.jpg,2,1.3922
7,2,28,lsc,eqlsc142.jpg,2,0.6103
8,1,117,lsc,eqlsc142.jpg,2,0.6391
8,2,74,lsc,eqlsc142.jpg,4,0.9546
9,1,52,lsc,eqlsc142.jpg,3,1.2934
9,2,104,lsc,eqlsc142.jpg,1,0.8493
10,1,46,lsc,eqlsc142.jpg,5,0.7335
10,2,132,lsc,eqlsc142.jpg,4,0.8652
11,1,17,lsc,eqlsc142.jpg,3,0.9409
11,2,103,lsc,eqlsc142.jpg,2,0.6044
12,1,97,lsc,eqlsc142.jpg,4,0.6017
12,2,54,lsc,eqlsc142.jpg,2,0.6036
13,1,95,lsc,eqlsc142.jpg,2,0.8177
13,2,52,lsc,eqlsc142.jpg,3,0.5291
14,1,148,lsc,eqlsc142.jpg,1,1.5286
14,2,137,lsc,eqlsc142.jpg,1,0.8669
15,1,12,lsc,eqlsc142.jpg,1,1.3093
15,2,1,lsc,eqlsc142.jpg,2,2.0315
16,1,112,lsc,eqlsc142.jpg,3,1.0189
16,2,117,lsc,eqlsc142.jpg,2,0.604
17,1,32,lsc,eqlsc142.jpg,6,1.5433
17,2,37,lsc,eqlsc142.jpg,5,0.9881
18,1,57,lsc,eqlsc142.jpg,3,1.4048
18,2,4,lsc,eqlsc142.jpg,3,0.7404
1,1,82,lsc,eqlsc087.jpg,6,0.6581
1,2,24,lsc,eqlsc087.jpg,6,1.1789
2,1,69,lsc,eqlsc087.jpg,7,0.8631
2,2,25,lsc,eqlsc087.jpg,7,0.7515
3,1,124,lsc,eqlsc087.jpg,5,0.7861
3,2,80,lsc,eqlsc087.jpg,4,1.6215
4,1,138,lsc,eqlsc087.jpg,5,1.0028
4,2,55,lsc,eqlsc087.jpg,2,0.8403
5,1,28,lsc,eqlsc087.jpg,5,0.9582
5,2,131,lsc,eqlsc087.jpg,4,0.7105
6,1,18,lsc,eqlsc087.jpg,4,0.5077
6,2,121,lsc,eqlsc087.jpg,5,0.5532
7,1,146,lsc,eqlsc087.jpg,3,0.7398
7,2,70,lsc,eqlsc087.jpg,4,0.5894
8,1,9,lsc,eqlsc087.jpg,4,1.564
8,2,20,lsc,eqlsc087.jpg,3,1.0807
9,1,77,lsc,eqlsc087.jpg,5,3.2328
9,2,113,lsc,eqlsc087.jpg,5,1.116
10,1,139,lsc,eqlsc087.jpg,3,0.8149
10,2,33,lsc,eqlsc087.jpg,3,1.5641
11,1,116,lsc,eqlsc087.jpg,2,1.0946
11,2,10,lsc,eqlsc087.jpg,1,1.1245
12,1,95,lsc,eqlsc087.jpg,5,1.1029
12,2,88,lsc,eqlsc087.jpg,5,0.6111
13,1,61,lsc,eqlsc087.jpg,6,0.684
13,2,54,lsc,eqlsc087.jpg,7,0.8222
14,1,125,lsc,eqlsc087.jpg,6,0.5394
14,2,75,lsc,eqlsc087.jpg,5,0.7477
15,1,74,lsc,eqlsc087.jpg,2,1.0292
15,2,24,lsc,eqlsc087.jpg,2,0.8981
16,1,102,lsc,eqlsc087.jpg,2,1.7339
16,2,106,lsc,eqlsc087.jpg,4,2.3007
17,1,43,lsc,eqlsc087.jpg,3,1.603
17,2,47,lsc,eqlsc087.jpg,3,0.8509
18,1,43,lsc,eqlsc087.jpg,3,0.8173
18,2,75,lsc,eqlsc087.jpg,4,0.8997
1,1,83,lsc,eqlsc114.jpg,2,0.6654
1,2,78,lsc,eqlsc114.jpg,2,0.7679
2,1,102,lsc,eqlsc114.jpg,5,0.46
2,2,112,lsc,eqlsc114.jpg,5,0.5637
3,1,37,lsc,eqlsc114.jpg,6,2.0175
3,2,47,lsc,eqlsc114.jpg,5,0.7269
4,1,139,lsc,eqlsc114.jpg,3,0.5036
4,2,37,lsc,eqlsc114.jpg,5,0.8811
5,1,139,lsc,eqlsc114.jpg,3,0.5851
5,2,1,lsc,eqlsc114.jpg,3,1.4047
6,1,148,lsc,eqlsc114.jpg,4,0.798
6,2,10,lsc,eqlsc114.jpg,4,5.5293
7,1,132,lsc,eqlsc114.jpg,1,0.5941
7,2,91,lsc,eqlsc114.jpg,2,1.5843
8,1,148,lsc,eqlsc114.jpg,5,0.4641
8,2,59,lsc,eqlsc114.jpg,5,1.4075
9,1,48,lsc,eqlsc114.jpg,4,2.6248
9,2,38,lsc,eqlsc114.jpg,3,0.6425
10,1,109,lsc,eqlsc114.jpg,5,0.7492
10,2,113,lsc,eqlsc114.jpg,3,0.939
11,1,36,lsc,eqlsc114.jpg,1,0.7576
11,2,40,lsc,eqlsc114.jpg,1,0.8895
12,1,2,lsc,eqlsc114.jpg,3,1.1475
12,2,68,lsc,eqlsc114.jpg,2,0.6307
13,1,81,lsc,eqlsc114.jpg,4,0.5913
13,2,147,lsc,eqlsc114.jpg,6,0.8099
14,1,110,lsc,eqlsc114.jpg,1,0.781
14,2,77,lsc,eqlsc114.jpg,2,0.9982
15,1,72,lsc,eqlsc114.jpg,2,1.2124
15,2,39,lsc,eqlsc114.jpg,2,0.9421
16,1,23,lsc,eqlsc114.jpg,2,0.7963
16,2,100,lsc,eqlsc114.jpg,2,0.7578
17,1,49,lsc,eqlsc114.jpg,2,0.9933
17,2,126,lsc,eqlsc114.jpg,3,0.9729
18,1,7,lsc,eqlsc114.jpg,4,3.1793
18,2,116,lsc,eqlsc114.jpg,2,0.7888
1,1,84,lsc,eqlsc063.jpg,5,0.5365
1,2,143,lsc,eqlsc063.jpg,4,0.5875
2,1,139,lsc,eqlsc063.jpg,3,0.6084
2,2,120,lsc,eqlsc063.jpg,3,0.4411
3,1,29,lsc,eqlsc063.jpg,1,2.1999
3,2,10,lsc,eqlsc063.jpg,2,1.4195
4,1,70,lsc,eqlsc063.jpg,1,1.0178
4,2,121,lsc,eqlsc063.jpg,3,0.5365
5,1,125,lsc,eqlsc063.jpg,2,0.6343
5,2,41,lsc,eqlsc063.jpg,1,0.6367
6,1,108,lsc,eqlsc063.jpg,2,0.6288
6,2,24,lsc,eqlsc063.jpg,3,0.9139
7,1,90,lsc,eqlsc063.jpg,2,0.6736
7,2,83,lsc,eqlsc063.jpg,3,0.6156
8,1,76,lsc,eqlsc063.jpg,2,0.64
8,2,37,lsc,eqlsc063.jpg,4,0.7757
9,1,67,lsc,eqlsc063.jpg,4,7.4306
9,2,32,lsc,eqlsc063.jpg,4,0.867
10,1,30,lsc,eqlsc063.jpg,3,0.9623
10,2,75,lsc,eqlsc063.jpg,3,0.7663
11,1,74,lsc,eqlsc063.jpg,2,0.9292
11,2,119,lsc,eqlsc063.jpg,2,0.5702
12,1,101,lsc,eqlsc063.jpg,5,1.1442
12,2,133,lsc,eqlsc063.jpg,5,0.9162
13,1,16,lsc,eqlsc063.jpg,4,1.2772
13,2,48,lsc,eqlsc063.jpg,5,0.7552
14,1,82,lsc,eqlsc063.jpg,1,0.5977
14,2,121,lsc,eqlsc063.jpg,1,0.6431
15,1,28,lsc,eqlsc063.jpg,3,0.9126
15,2,67,lsc,eqlsc063.jpg,3,0.6811
16,1,38,lsc,eqlsc063.jpg,5,1.0435
16,2,24,lsc,eqlsc063.jpg,5,1.3838
17,1,125,lsc,eqlsc063.jpg,3,0.6767
17,2,111,lsc,eqlsc063.jpg,3,0.6416
18,1,36,lsc,eqlsc063.jpg,3,1.4213
18,2,49,lsc,eqlsc063.jpg,3,0.8364
1,1,85,lsc,eqlsc029.jpg,1,0.6877
1,2,91,lsc,eqlsc029.jpg,1,2.0711
2,1,43,lsc,eqlsc029.jpg,7,0.7109
2,2,107,lsc,eqlsc029.jpg,2,0.6751
3,1,42,lsc,eqlsc029.jpg,5,0.7544
3,2,106,lsc,eqlsc029.jpg,6,0.6028
4,1,21,lsc,eqlsc029.jpg,3,1.2407
4,2,31,lsc,eqlsc029.jpg,2,0.9808
5,1,21,lsc,eqlsc029.jpg,4,1.2164
5,2,99,lsc,eqlsc029.jpg,2,0.652
6,1,50,lsc,eqlsc029.jpg,5,0.8219
6,2,128,lsc,eqlsc029.jpg,6,0.5374
7,1,19,lsc,eqlsc029.jpg,3,1.3255
7,2,20,lsc,eqlsc029.jpg,4,0.728
8,1,89,lsc,eqlsc029.jpg,5,1.8287
8,2,68,lsc,eqlsc029.jpg,5,0.8789
9,1,141,lsc,eqlsc029.jpg,5,3.583
9,2,57,lsc,eqlsc029.jpg,5,1.3999
10,1,69,lsc,eqlsc029.jpg,6,1.2412
10,2,6,lsc,eqlsc029.jpg,5,0.7517
11,1,143,lsc,eqlsc029.jpg,2,0.7221
11,2,80,lsc,eqlsc029.jpg,2,0.6519
12,1,5,lsc,eqlsc029.jpg,4,1.0078
12,2,98,lsc,eqlsc029.jpg,4,0.6123
13,1,51,lsc,eqlsc029.jpg,4,0.547
13,2,144,lsc,eqlsc029.jpg,6,0.3922
14,1,20,lsc,eqlsc029.jpg,2,0.6608
14,2,70,lsc,eqlsc029.jpg,1,0.9879
15,1,79,lsc,eqlsc029.jpg,2,0.744
15,2,129,lsc,eqlsc029.jpg,3,2.0764
16,1,29,lsc,eqlsc029.jpg,3,2.7421
16,2,131,lsc,eqlsc029.jpg,5,0.6314
17,1,18,lsc,eqlsc029.jpg,2,1.2689
17,2,120,lsc,eqlsc029.jpg,3,1.4125
18,1,91,lsc,eqlsc029.jpg,3,0.5974
18,2,31,lsc,eqlsc029.jpg,4,1.6029
1,1,86,lsc,eqlsc116.jpg,1,2.1724
1,2,140,lsc,eqlsc116.jpg,1,0.8881
2,1,85,lsc,eqlsc116.jpg,2,0.5559
2,2,63,lsc,eqlsc116.jpg,2,0.6773
3,1,86,lsc,eqlsc116.jpg,6,0.6565
3,2,64,lsc,eqlsc116.jpg,5,2.15
4,1,64,lsc,eqlsc116.jpg,1,1.3951
4,2,6,lsc,eqlsc116.jpg,6,0.792
5,1,106,lsc,eqlsc116.jpg,7,0.8088
5,2,72,lsc,eqlsc116.jpg,7,0.7272
6,1,77,lsc,eqlsc116.jpg,6,1.1269
6,2,43,lsc,eqlsc116.jpg,5,1.2912
7,1,115,lsc,eqlsc116.jpg,2,1.0595
7,2,118,lsc,eqlsc116.jpg,2,0.5058
8,1,124,lsc,eqlsc116.jpg,5,1.3278
8,2,110,lsc,eqlsc116.jpg,3,0.7323
9,1,136,lsc,eqlsc116.jpg,5,0.981
9,2,82,lsc,eqlsc116.jpg,5,0.6042
10,1,81,lsc,eqlsc116.jpg,3,1.1571
10,2,67,lsc,eqlsc116.jpg,3,0.924
11,1,82,lsc,eqlsc116.jpg,3,0.7809
11,2,68,lsc,eqlsc116.jpg,4,1.0361
12,1,72,lsc,eqlsc116.jpg,2,0.858
12,2,95,lsc,eqlsc116.jpg,4,1.0287
13,1,54,lsc,eqlsc116.jpg,5,0.6109
13,2,77,lsc,eqlsc116.jpg,6,0.8549
14,1,49,lsc,eqlsc116.jpg,2,0.8115
14,2,131,lsc,eqlsc116.jpg,1,0.5643
15,1,18,lsc,eqlsc116.jpg,2,0.9418
15,2,100,lsc,eqlsc116.jpg,2,0.781
16,1,63,lsc,eqlsc116.jpg,2,0.9315
16,2,11,lsc,eqlsc116.jpg,2,0.9008
17,1,138,lsc,eqlsc116.jpg,5,0.8972
17,2,86,lsc,eqlsc116.jpg,5,0.7169
18,1,10,lsc,eqlsc116.jpg,2,1.8821
18,2,42,lsc,eqlsc116.jpg,4,1.6483
1,1,87,lsc,eqlsc033.jpg,5,0.7773
1,2,133,lsc,eqlsc033.jpg,1,1.0466
2,1,14,lsc,eqlsc033.jpg,1,0.827
2,2,70,lsc,eqlsc033.jpg,2,0.7526
3,1,79,lsc,eqlsc033.jpg,5,0.8287
3,2,135,lsc,eqlsc033.jpg,3,1.8963
4,1,48,lsc,eqlsc033.jpg,4,0.6638
4,2,32,lsc,eqlsc033.jpg,1,1.8282
5,1,45,lsc,eqlsc033.jpg,1,0.804
5,2,2,lsc,eqlsc033.jpg,1,1.2655
6,1,147,lsc,eqlsc033.jpg,2,2.3154
6,2,104,lsc,eqlsc033.jpg,2,0.7756
7,1,114,lsc,eqlsc033.jpg,2,0.5753
7,2,11,lsc,eqlsc033.jpg,2,0.712
8,1,31,lsc,eqlsc033.jpg,1,0.7592
8,2,128,lsc,eqlsc033.jpg,1,1.1311
9,1,63,lsc,eqlsc033.jpg,2,0.8431
9,2,146,lsc,eqlsc033.jpg,3,5.0798
10,1,29,lsc,eqlsc033.jpg,3,1.1881
10,2,142,lsc,eqlsc033.jpg,5,0.7463
11,1,7,lsc,eqlsc033.jpg,1,1.1145
11,2,120,lsc,eqlsc033.jpg,2,0.7169
12,1,12,lsc,eqlsc033.jpg,3,1.0096
12,2,97,lsc,eqlsc033.jpg,3,0.6578
13,1,52,lsc,eqlsc033.jpg,2,0.6276
13,2,137,lsc,eqlsc033.jpg,2,0.5081
14,1,101,lsc,eqlsc033.jpg,2,0.9569
14,2,72,lsc,eqlsc033.jpg,1,0.9615
15,1,77,lsc,eqlsc033.jpg,3,1.2574
15,2,48,lsc,eqlsc033.jpg,2,0.7538
16,1,12,lsc,eqlsc033.jpg,2,2.6048
16,2,18,lsc,eqlsc033.jpg,2,0.8053
17,1,131,lsc,eqlsc033.jpg,4,0.632
17,2,137,lsc,eqlsc033.jpg,3,0.9295
18,1,111,lsc,eqlsc033.jpg,1,1.3794
18,2,34,lsc,eqlsc033.jpg,2,2.2176
1,1,88,lsc,eqlsc008.jpg,5,1.6167
1,2,22,lsc,eqlsc008.jpg,4,0.5594
2,1,95,lsc,eqlsc008.jpg,6,0.5854
2,2,5,lsc,eqlsc008.jpg,7,0.5992
3,1,144,lsc,eqlsc008.jpg,6,0.963
3,2,54,lsc,eqlsc008.jpg,7,0.7994
4,1,9,lsc,eqlsc008.jpg,4,0.8112
4,2,23,lsc,eqlsc008.jpg,3,0.713
5,1,26,lsc,eqlsc008.jpg,6,0.6613
5,2,25,lsc,eqlsc008.jpg,6,1.0196
6,1,124,lsc,eqlsc008.jpg,5,1.4552
6,2,123,lsc,eqlsc008.jpg,5,0.4822
7,1,85,lsc,eqlsc008.jpg,3,2.2176
7,2,44,lsc,eqlsc008.jpg,2,0.7937
8,1,135,lsc,eqlsc008.jpg,7,0.7531
8,2,119,lsc,eqlsc008.jpg,7,1.1915
9,1,43,lsc,eqlsc008.jpg,3,0.7967
9,2,64,lsc,eqlsc008.jpg,3,0.9568
10,1,6,lsc,eqlsc008.jpg,5,1.0694
10,2,143,lsc,eqlsc008.jpg,5,1.3629
11,1,6,lsc,eqlsc008.jpg,4,1.0863
11,2,143,lsc,eqlsc008.jpg,5,0.7374
12,1,146,lsc,eqlsc008.jpg,4,0.633
