Subj,Block,Trial,ImageType,Image,Rating,RT
1,1,24,fac,F.a.16.jpg,1,0.6287
1,2,27,fac,F.a.16.jpg,2,0.8108
1,3,38,fac,F.a.16.jpg,2,0.7593
2,1,43,fac,F.a.16.jpg,6,0.9612
2,2,54,fac,F.a.16.jpg,6,1.0244
2,3,57,fac,F.a.16.jpg,6,0.6545
3,1,40,fac,F.a.16.jpg,4,0.602
3,2,11,fac,F.a.16.jpg,3,0.4922
3,3,2,fac,F.a.16.jpg,4,0.4669
4,1,79,fac,F.a.16.jpg,1,0.975
4,2,70,fac,F.a.16.jpg,1,1.0701
4,3,41,fac,F.a.16.jpg,2,1.2134
5,1,2,fac,F.a.16.jpg,4,1.4222
5,2,6,fac,F.a.16.jpg,4,0.5425
5,3,31,fac,F.a.16.jpg,3,0.6383
6,1,50,fac,F.a.16.jpg,3,0.9911
6,2,75,fac,F.a.16.jpg,4,0.7291
6,3,79,fac,F.a.16.jpg,1,2.2106
7,1,10,fac,F.a.16.jpg,3,0.9981
7,2,22,fac,F.a.16.jpg,3,1.4348
7,3,13,fac,F.a.16.jpg,3,2.2981
8,1,68,fac,F.a.16.jpg,4,0.5519
8,2,59,fac,F.a.16.jpg,4,0.6451
8,3,71,fac,F.a.16.jpg,4,0.5719
9,1,39,fac,F.a.16.jpg,1,1.1445
9,2,5,fac,F.a.16.jpg,1,0.7463
9,3,39,fac,F.a.16.jpg,2,0.771
10,1,42,fac,F.a.16.jpg,2,0.7303
10,2,76,fac,F.a.16.jpg,2,0.7349
10,3,42,fac,F.a.16.jpg,1,0.7958
11,1,55,fac,F.a.16.jpg,3,5.1736
11,2,43,fac,F.a.16.jpg,1,1.0743
11,3,52,fac,F.a.16.jpg,1,0.8463
12,1,3,fac,F.a.16.jpg,2,0.6903
12,2,38,fac,F.a.16.jpg,2,0.7459
12,3,25,fac,F.a.16.jpg,3,1.4162
13,1,56,fac,F.a.16.jpg,2,0.807
13,2,43,fac,F.a.16.jpg,4,0.672
13,3,78,fac,F.a.16.jpg,2,1.3299
14,1,31,fac,F.a.16.jpg,3,1.3291
14,2,17,fac,F.a.16.jpg,3,5.0693
14,3,4,fac,F.a.16.jpg,2,1.1553
15,1,77,fac,F.a.16.jpg,4,0.8603
15,2,64,fac,F.a.16.jpg,4,0.5371
15,3,50,fac,F.a.16.jpg,4,1.0984
16,1,10,fac,F.a.16.jpg,4,3.2952
16,2,11,fac,F.a.16.jpg,3,0.6381
16,3,7,fac,F.a.16.jpg,3,0.6763
17,1,74,fac,F.a.16.jpg,5,1.8882
17,2,70,fac,F.a.16.jpg,6,1.7802
17,3,71,fac,F.a.16.jpg,6,1.3947
18,1,1,fac,F.a.16.jpg,4,1.0271
18,2,17,fac,F.a.16.jpg,4,0.6698
18,3,22,fac,F.a.16.jpg,4,0.5956
19,1,59,fac,F.a.16.jpg,1,1.268
19,2,64,fac,F.a.16.jpg,2,1.6139
19,3,80,fac,F.a.16.jpg,2,0.5371
20,1,24,fac,F.a.16.jpg,2,0.9164
20,2,32,fac,F.a.16.jpg,3,0.6898
20,3,30,fac,F.a.16.jpg,3,1.6594
1,1,25,fac,F.b.13.jpg,2,0.9346
1,2,34,fac,F.b.13.jpg,4,0.5741
1,3,31,fac,F.b.13.jpg,4,0.732
2,1,50,fac,F.b.13.jpg,3,1.0397
2,2,47,fac,F.b.13.jpg,3,0.8823
2,3,56,fac,F.b.13.jpg,3,0.7752
3,1,37,fac,F.b.13.jpg,3,0.5589
3,2,33,fac,F.b.13.jpg,4,1.0923
3,3,14,fac,F.b.13.jpg,5,1.4521
4,1,67,fac,F.b.13.jpg,7,1.6034
4,2,48,fac,F.b.13.jpg,7,1.39
4,3,44,fac,F.b.13.jpg,6,4.0704
5,1,18,fac,F.b.13.jpg,2,0.7307
5,2,40,fac,F.b.13.jpg,3,0.5947
5,3,28,fac,F.b.13.jpg,3,0.5044
6,1,53,fac,F.b.13.jpg,2,1.1283
6,2,41,fac,F.b.13.jpg,4,0.6956
6,3,63,fac,F.b.13.jpg,2,0.5089
7,1,20,fac,F.b.13.jpg,3,1.0182
7,2,31,fac,F.b.13.jpg,3,0.9633
7,3,22,fac,F.b.13.jpg,3,4.8433
8,1,59,fac,F.b.13.jpg,4,1.9659
8,2,50,fac,F.b.13.jpg,4,0.5079
8,3,61,fac,F.b.13.jpg,4,0.6194
9,1,31,fac,F.b.13.jpg,5,0.9285
9,2,8,fac,F.b.13.jpg,6,0.8535
9,3,28,fac,F.b.13.jpg,6,1.7263
10,1,53,fac,F.b.13.jpg,6,0.6773
10,2,73,fac,F.b.13.jpg,5,0.8542
10,3,50,fac,F.b.13.jpg,5,0.5179
11,1,43,fac,F.b.13.jpg,4,0.6444
11,2,51,fac,F.b.13.jpg,5,0.9131
11,3,65,fac,F.b.13.jpg,4,0.7824
12,1,36,fac,F.b.13.jpg,5,1.0423
12,2,24,fac,F.b.13.jpg,5,0.6992
12,3,12,fac,F.b.13.jpg,5,0.5593
13,1,69,fac,F.b.13.jpg,5,0.9688
13,2,57,fac,F.b.13.jpg,4,1.7318
13,3,45,fac,F.b.13.jpg,5,1.5085
14,1,5,fac,F.b.13.jpg,6,1.4276
14,2,28,fac,F.b.13.jpg,6,0.991
14,3,2,fac,F.b.13.jpg,7,0.9995
15,1,79,fac,F.b.13.jpg,2,0.5688
15,2,53,fac,F.b.13.jpg,3,0.8292
15,3,76,fac,F.b.13.jpg,2,0.7955
16,1,3,fac,F.b.13.jpg,4,0.6443
16,2,10,fac,F.b.13.jpg,3,0.7015
16,3,1,fac,F.b.13.jpg,3,11.3427
17,1,80,fac,F.b.13.jpg,6,1.8624
17,2,71,fac,F.b.13.jpg,7,3.1941
17,3,78,fac,F.b.13.jpg,7,1.7494
18,1,10,fac,F.b.13.jpg,4,1.012
18,2,22,fac,F.b.13.jpg,4,0.5233
18,3,18,fac,F.b.13.jpg,3,0.5808
19,1,63,fac,F.b.13.jpg,4,1.513
19,2,59,fac,F.b.13.jpg,4,0.6217
19,3,71,fac,F.b.13.jpg,4,0.5956
20,1,15,fac,F.b.13.jpg,4,1.2691
20,2,35,fac,F.b.13.jpg,5,0.9397
20,3,36,fac,F.b.13.jpg,5,0.8214
1,1,26,fac,F.a.19.jpg,1,2.0298
1,2,7,fac,F.a.19.jpg,1,0.9409
1,3,7,fac,F.a.19.jpg,2,1.2305
2,1,74,fac,F.a.19.jpg,4,0.9182
2,2,74,fac,F.a.19.jpg,4,0.9507
2,3,55,fac,F.a.19.jpg,4,0.5708
3,1,30,fac,F.a.19.jpg,3,0.5669
3,2,17,fac,F.a.19.jpg,2,0.6342
3,3,18,fac,F.a.19.jpg,3,0.5926
4,1,63,fac,F.a.19.jpg,1,2.3709
4,2,64,fac,F.a.19.jpg,1,0.8966
4,3,51,fac,F.a.19.jpg,2,1.0813
5,1,26,fac,F.a.19.jpg,2,1.4768
5,2,18,fac,F.a.19.jpg,2,0.6722
5,3,27,fac,F.a.19.jpg,3,0.4225
6,1,54,fac,F.a.19.jpg,2,0.9007
6,2,63,fac,F.a.19.jpg,2,0.7209
6,3,55,fac,F.a.19.jpg,2,0.9121
7,1,22,fac,F.a.19.jpg,3,1.2866
7,2,1,fac,F.a.19.jpg,3,8.9411
7,3,8,fac,F.a.19.jpg,3,0.7731
8,1,73,fac,F.a.19.jpg,2,0.7105
8,2,80,fac,F.a.19.jpg,3,0.598
8,3,59,fac,F.a.19.jpg,2,0.5967
9,1,18,fac,F.a.19.jpg,1,1.0645
9,2,11,fac,F.a.19.jpg,1,1.0807
9,3,40,fac,F.a.19.jpg,1,0.802
10,1,41,fac,F.a.19.jpg,2,0.5871
10,2,70,fac,F.a.19.jpg,3,0.646
10,3,63,fac,F.a.19.jpg,2,0.7455
11,1,79,fac,F.a.19.jpg,2,0.6622
11,2,77,fac,F.a.19.jpg,2,1.0517
11,3,47,fac,F.a.19.jpg,2,1.8471
12,1,39,fac,F.a.19.jpg,3,1.165
12,2,1,fac,F.a.19.jpg,2,1.3803
12,3,9,fac,F.a.19.jpg,1,1.3477
13,1,72,fac,F.a.19.jpg,2,1.4321
13,2,80,fac,F.a.19.jpg,2,0.7398
13,3,42,fac,F.a.19.jpg,2,1.1169
14,1,34,fac,F.a.19.jpg,2,2.8094
14,2,7,fac,F.a.19.jpg,1,1.2525
14,3,12,fac,F.a.19.jpg,1,0.9671
15,1,69,fac,F.a.19.jpg,1,0.9142
15,2,74,fac,F.a.19.jpg,1,0.9218
15,3,47,fac,F.a.19.jpg,1,0.7008
16,1,28,fac,F.a.19.jpg,3,0.7124
16,2,35,fac,F.a.19.jpg,3,0.7745
16,3,40,fac,F.a.19.jpg,3,0.5477
17,1,41,fac,F.a.19.jpg,5,1.5384
17,2,46,fac,F.a.19.jpg,7,1.8006
17,3,53,fac,F.a.19.jpg,7,1.6715
18,1,33,fac,F.a.19.jpg,2,0.5626
18,2,15,fac,F.a.19.jpg,2,0.6741
18,3,30,fac,F.a.19.jpg,2,0.7225
19,1,51,fac,F.a.19.jpg,1,0.83
19,2,66,fac,F.a.19.jpg,1,0.8921
19,3,48,fac,F.a.19.jpg,1,0.9857
20,1,17,fac,F.a.19.jpg,1,0.8272
20,2,36,fac,F.a.19.jpg,2,2.0594
20,3,24,fac,F.a.19.jpg,1,1.8113
1,1,27,fac,F.a.17.jpg,1,0.8643
1,2,26,fac,F.a.17.jpg,1,0.9179
1,3,11,fac,F.a.17.jpg,1,1.9666
2,1,70,fac,F.a.17.jpg,5,1.2408
2,2,55,fac,F.a.17.jpg,6,0.9678
2,3,54,fac,F.a.17.jpg,5,1.0437
3,1,5,fac,F.a.17.jpg,4,0.4682
3,2,8,fac,F.a.17.jpg,3,0.5371
3,3,27,fac,F.a.17.jpg,5,0.7716
4,1,54,fac,F.a.17.jpg,1,0.8723
4,2,73,fac,F.a.17.jpg,1,1.2046
4,3,76,fac,F.a.17.jpg,2,0.7754
5,1,24,fac,F.a.17.jpg,4,0.5691
5,2,39,fac,F.a.17.jpg,4,0.6064
5,3,11,fac,F.a.17.jpg,4,0.5177
6,1,70,fac,F.a.17.jpg,1,1.0272
6,2,42,fac,F.a.17.jpg,4,1.5989
6,3,57,fac,F.a.17.jpg,4,0.8469
7,1,6,fac,F.a.17.jpg,4,1.0075
7,2,2,fac,F.a.17.jpg,4,2.2476
7,3,9,fac,F.a.17.jpg,4,0.7484
8,1,72,fac,F.a.17.jpg,4,0.4554
8,2,79,fac,F.a.17.jpg,4,0.5934
8,3,75,fac,F.a.17.jpg,4,0.4836
9,1,32,fac,F.a.17.jpg,5,2.0956
9,2,19,fac,F.a.17.jpg,5,0.8569
9,3,18,fac,F.a.17.jpg,1,1.7883
10,1,63,fac,F.a.17.jpg,2,0.926
10,2,62,fac,F.a.17.jpg,3,0.5243
10,3,49,fac,F.a.17.jpg,3,0.7532
11,1,69,fac,F.a.17.jpg,2,0.7816
11,2,53,fac,F.a.17.jpg,2,0.6589
11,3,53,fac,F.a.17.jpg,3,0.7125
12,1,13,fac,F.a.17.jpg,3,1.1041
12,2,40,fac,F.a.17.jpg,3,1.9201
12,3,3,fac,F.a.17.jpg,3,0.6819
13,1,78,fac,F.a.17.jpg,3,1.1496
13,2,41,fac,F.a.17.jpg,2,0.9578
13,3,68,fac,F.a.17.jpg,3,0.8098
14,1,24,fac,F.a.17.jpg,3,1.0471
14,2,23,fac,F.a.17.jpg,3,1.4559
14,3,30,fac,F.a.17.jpg,3,2.8834
15,1,51,fac,F.a.17.jpg,6,0.6236
15,2,58,fac,F.a.17.jpg,5,1.1786
15,3,57,fac,F.a.17.jpg,6,0.7246
16,1,23,fac,F.a.17.jpg,4,0.7694
16,2,15,fac,F.a.17.jpg,4,0.6245
16,3,24,fac,F.a.17.jpg,4,0.8383
17,1,57,fac,F.a.17.jpg,5,1.3522
17,2,66,fac,F.a.17.jpg,7,2.9542
17,3,58,fac,F.a.17.jpg,5,0.9945
18,1,5,fac,F.a.17.jpg,4,0.6962
18,2,8,fac,F.a.17.jpg,4,1.0897
18,3,33,fac,F.a.17.jpg,4,0.6071
19,1,48,fac,F.a.17.jpg,3,0.6205
19,2,73,fac,F.a.17.jpg,2,1.7015
19,3,76,fac,F.a.17.jpg,2,0.9605
20,1,6,fac,F.a.17.jpg,2,1.0474
20,2,7,fac,F.a.17.jpg,4,1.8085
20,3,32,fac,F.a.17.jpg,3,0.6886
1,1,28,fac,F.a.04.jpg,2,0.7703
1,2,28,fac,F.a.04.jpg,2,0.77
1,3,6,fac,F.a.04.jpg,2,0.7756
2,1,75,fac,F.a.04.jpg,5,0.7313
2,2,53,fac,F.a.04.jpg,5,1.3824
2,3,53,fac,F.a.04.jpg,5,0.8738
3,1,7,fac,F.a.04.jpg,4,0.5548
3,2,1,fac,F.a.04.jpg,2,0.7154
3,3,30,fac,F.a.04.jpg,2,0.9063
4,1,51,fac,F.a.04.jpg,1,1.167
4,2,80,fac,F.a.04.jpg,2,0.9874
4,3,74,fac,F.a.04.jpg,2,0.7419
5,1,29,fac,F.a.04.jpg,4,0.8273
5,2,23,fac,F.a.04.jpg,3,0.498
5,3,18,fac,F.a.04.jpg,4,0.6431
6,1,63,fac,F.a.04.jpg,2,1.5849
6,2,58,fac,F.a.04.jpg,2,0.8118
6,3,52,fac,F.a.04.jpg,2,1.6447
7,1,14,fac,F.a.04.jpg,2,7.4178
7,2,25,fac,F.a.04.jpg,2,1.6916
7,3,40,fac,F.a.04.jpg,2,0.9238
8,1,41,fac,F.a.04.jpg,3,0.6728
8,2,56,fac,F.a.04.jpg,2,0.6953
8,3,67,fac,F.a.04.jpg,2,0.6865
9,1,27,fac,F.a.04.jpg,1,1.2454
9,2,30,fac,F.a.04.jpg,1,1.0153
9,3,32,fac,F.a.04.jpg,1,1.8143
10,1,49,fac,F.a.04.jpg,2,0.7945
10,2,51,fac,F.a.04.jpg,2,0.7642
10,3,54,fac,F.a.04.jpg,2,0.5789
11,1,74,fac,F.a.04.jpg,2,1.1898
11,2,47,fac,F.a.04.jpg,3,0.7406
11,3,74,fac,F.a.04.jpg,1,0.6275
12,1,8,fac,F.a.04.jpg,3,0.6977
12,2,8,fac,F.a.04.jpg,3,0.6335
12,3,33,fac,F.a.04.jpg,3,0.6985
13,1,48,fac,F.a.04.jpg,3,1.1458
13,2,73,fac,F.a.04.jpg,2,1.4994
13,3,73,fac,F.a.04.jpg,2,0.7724
14,1,2,fac,F.a.04.jpg,2,3.0851
14,2,10,fac,F.a.04.jpg,2,0.7654
14,3,25,fac,F.a.04.jpg,2,3.2214
15,1,56,fac,F.a.04.jpg,2,0.7068
15,2,71,fac,F.a.04.jpg,2,0.5959
15,3,79,fac,F.a.04.jpg,2,0.7283
16,1,4,fac,F.a.04.jpg,4,0.944
16,2,33,fac,F.a.04.jpg,4,1.5008
16,3,18,fac,F.a.04.jpg,2,0.9279
17,1,63,fac,F.a.04.jpg,7,1.371
17,2,48,fac,F.a.04.jpg,7,0.9899
17,3,77,fac,F.a.04.jpg,7,1.9586
18,1,30,fac,F.a.04.jpg,2,0.936
18,2,35,fac,F.a.04.jpg,3,0.7133
18,3,31,fac,F.a.04.jpg,3,0.5543
19,1,50,fac,F.a.04.jpg,2,0.768
19,2,46,fac,F.a.04.jpg,1,1.16
19,3,51,fac,F.a.04.jpg,1,1.623
20,1,26,fac,F.a.04.jpg,1,2.4014
20,2,18,fac,F.a.04.jpg,1,1.0642
20,3,9,fac,F.a.04.jpg,1,1.0063
1,1,29,fac,F.b.16.jpg,6,0.9748
1,2,6,fac,F.b.16.jpg,7,0.739
1,3,32,fac,F.b.16.jpg,6,1.2749
2,1,49,fac,F.b.16.jpg,6,0.8565
2,2,75,fac,F.b.16.jpg,6,1.0168
2,3,52,fac,F.b.16.jpg,6,0.9248
3,1,20,fac,F.b.16.jpg,6,0.8147
3,2,3,fac,F.b.16.jpg,7,0.722
3,3,3,fac,F.b.16.jpg,7,0.4928
4,1,78,fac,F.b.16.jpg,7,0.9703
4,2,78,fac,F.b.16.jpg,7,1.0337
4,3,61,fac,F.b.16.jpg,7,1.2518
5,1,10,fac,F.b.16.jpg,4,0.5206
5,2,35,fac,F.b.16.jpg,5,1.5314
5,3,15,fac,F.b.16.jpg,4,0.805
6,1,66,fac,F.b.16.jpg,6,1.2847
6,2,46,fac,F.b.16.jpg,5,1.2292
6,3,71,fac,F.b.16.jpg,6,0.8553
7,1,24,fac,F.b.16.jpg,6,1.4453
7,2,18,fac,F.b.16.jpg,7,0.7359
7,3,27,fac,F.b.16.jpg,7,0.8033
8,1,54,fac,F.b.16.jpg,7,0.6432
8,2,63,fac,F.b.16.jpg,7,0.7544
8,3,57,fac,F.b.16.jpg,7,0.8755
9,1,6,fac,F.b.16.jpg,5,0.9516
9,2,3,fac,F.b.16.jpg,6,0.8086
9,3,13,fac,F.b.16.jpg,6,1.4581
10,1,68,fac,F.b.16.jpg,6,0.5862
10,2,78,fac,F.b.16.jpg,6,1.0164
10,3,75,fac,F.b.16.jpg,6,0.6699
11,1,70,fac,F.b.16.jpg,5,0.9068
11,2,79,fac,F.b.16.jpg,6,0.8613
11,3,55,fac,F.b.16.jpg,6,0.7014
12,1,38,fac,F.b.16.jpg,6,0.9247
12,2,33,fac,F.b.16.jpg,6,0.7103
12,3,21,fac,F.b.16.jpg,6,0.8465
13,1,60,fac,F.b.16.jpg,7,0.8059
13,2,48,fac,F.b.16.jpg,7,2.1679
13,3,43,fac,F.b.16.jpg,6,1.3489
14,1,17,fac,F.b.16.jpg,7,0.8064
14,2,38,fac,F.b.16.jpg,7,3.2906
14,3,3,fac,F.b.16.jpg,7,0.9401
15,1,78,fac,F.b.16.jpg,6,0.6711
15,2,43,fac,F.b.16.jpg,6,0.7063
15,3,64,fac,F.b.16.jpg,5,0.7593
16,1,29,fac,F.b.16.jpg,4,1.3042
16,2,16,fac,F.b.16.jpg,5,0.5566
16,3,29,fac,F.b.16.jpg,5,0.6418
17,1,52,fac,F.b.16.jpg,7,1.6078
17,2,65,fac,F.b.16.jpg,6,1.3642
17,3,52,fac,F.b.16.jpg,6,1.4026
18,1,9,fac,F.b.16.jpg,5,1.1158
18,2,16,fac,F.b.16.jpg,5,0.6679
18,3,29,fac,F.b.16.jpg,6,0.6312
19,1,52,fac,F.b.16.jpg,7,0.873
19,2,65,fac,F.b.16.jpg,7,2.2903
19,3,72,fac,F.b.16.jpg,7,1.3123
20,1,35,fac,F.b.16.jpg,6,0.8009
20,2,39,fac,F.b.16.jpg,6,0.692
20,3,27,fac,F.b.16.jpg,6,0.7448
1,1,30,fac,F.b.17.jpg,2,1.8222
1,2,24,fac,F.b.17.jpg,2,1.0448
1,3,17,fac,F.b.17.jpg,2,0.779
2,1,64,fac,F.b.17.jpg,2,0.845
2,2,57,fac,F.b.17.jpg,2,0.9582
2,3,51,fac,F.b.17.jpg,3,1.0054
3,1,23,fac,F.b.17.jpg,2,0.786
3,2,2,fac,F.b.17.jpg,3,1.1496
3,3,25,fac,F.b.17.jpg,4,1.4635
4,1,56,fac,F.b.17.jpg,1,2.6389
4,2,79,fac,F.b.17.jpg,1,1.4307
4,3,58,fac,F.b.17.jpg,1,1.6959
5,1,7,fac,F.b.17.jpg,4,1.1013
5,2,34,fac,F.b.17.jpg,3,0.9774
5,3,7,fac,F.b.17.jpg,4,0.4758
6,1,74,fac,F.b.17.jpg,1,1.0303
6,2,47,fac,F.b.17.jpg,1,0.7833
6,3,74,fac,F.b.17.jpg,1,0.6936
7,1,27,fac,F.b.17.jpg,1,1.4412
7,2,9,fac,F.b.17.jpg,1,0.9508
7,3,15,fac,F.b.17.jpg,1,1.023
8,1,66,fac,F.b.17.jpg,2,0.7053
8,2,72,fac,F.b.17.jpg,2,0.7877
8,3,54,fac,F.b.17.jpg,2,0.7012
9,1,8,fac,F.b.17.jpg,7,0.8945
9,2,2,fac,F.b.17.jpg,7,0.7159
9,3,26,fac,F.b.17.jpg,7,0.8123
10,1,55,fac,F.b.17.jpg,1,0.745
10,2,79,fac,F.b.17.jpg,1,0.6824
10,3,73,fac,F.b.17.jpg,1,0.698
11,1,50,fac,F.b.17.jpg,2,1.0125
11,2,54,fac,F.b.17.jpg,1,0.5976
11,3,71,fac,F.b.17.jpg,1,0.9475
12,1,12,fac,F.b.17.jpg,1,0.7449
12,2,37,fac,F.b.17.jpg,2,1.1387
12,3,28,fac,F.b.17.jpg,2,0.7939
13,1,53,fac,F.b.17.jpg,6,1.1708
13,2,44,fac,F.b.17.jpg,5,1.9936
13,3,69,fac,F.b.17.jpg,6,0.7585
14,1,14,fac,F.b.17.jpg,5,2.0241
14,2,19,fac,F.b.17.jpg,6,0.9954
14,3,38,fac,F.b.17.jpg,6,2.2508
15,1,43,fac,F.b.17.jpg,3,0.7082
15,2,62,fac,F.b.17.jpg,3,0.595
15,3,67,fac,F.b.17.jpg,3,1.0238
16,1,34,fac,F.b.17.jpg,5,0.9283
16,2,29,fac,F.b.17.jpg,5,0.8726
16,3,11,fac,F.b.17.jpg,5,0.8231
17,1,70,fac,F.b.17.jpg,6,1.6786
17,2,52,fac,F.b.17.jpg,6,3.7067
17,3,47,fac,F.b.17.jpg,7,1.0778
18,1,26,fac,F.b.17.jpg,3,1.1196
18,2,10,fac,F.b.17.jpg,3,0.7123
18,3,23,fac,F.b.17.jpg,3,0.5285
19,1,58,fac,F.b.17.jpg,1,1.0327
19,2,71,fac,F.b.17.jpg,1,1.216
19,3,55,fac,F.b.17.jpg,1,0.8588
20,1,40,fac,F.b.17.jpg,7,0.8666
20,2,27,fac,F.b.17.jpg,6,1.4175
20,3,14,fac,F.b.17.jpg,6,1.5699
1,1,31,fac,F.a.18.jpg,1,1.4407
1,2,36,fac,F.a.18.jpg,2,0.8688
1,3,4,fac,F.a.18.jpg,1,0.6433
2,1,77,fac,F.a.18.jpg,3,0.8042
2,2,45,fac,F.a.18.jpg,3,1.0787
2,3,50,fac,F.a.18.jpg,3,1.1209
3,1,9,fac,F.a.18.jpg,2,0.9053
3,2,21,fac,F.a.18.jpg,2,0.6656
3,3,1,fac,F.a.18.jpg,2,0.5318
4,1,80,fac,F.a.18.jpg,1,1.0622
4,2,60,fac,F.a.18.jpg,1,1.3565
4,3,72,fac,F.a.18.jpg,1,1.2949
5,1,31,fac,F.a.18.jpg,3,0.5377
5,2,38,fac,F.a.18.jpg,3,0.4764
5,3,9,fac,F.a.18.jpg,3,0.458
6,1,72,fac,F.a.18.jpg,1,0.9565
6,2,43,fac,F.a.18.jpg,1,0.6441
6,3,50,fac,F.a.18.jpg,1,0.7714
7,1,40,fac,F.a.18.jpg,2,2.2845
7,2,26,fac,F.a.18.jpg,1,0.8914
7,3,11,fac,F.a.18.jpg,1,0.7685
8,1,70,fac,F.a.18.jpg,4,0.5929
8,2,55,fac,F.a.18.jpg,3,0.6346
8,3,41,fac,F.a.18.jpg,4,0.6684
9,1,36,fac,F.a.18.jpg,1,0.8665
9,2,9,fac,F.a.18.jpg,1,0.9169
9,3,15,fac,F.a.18.jpg,1,1.0382
10,1,66,fac,F.a.18.jpg,3,0.7239
10,2,72,fac,F.a.18.jpg,1,0.8337
10,3,45,fac,F.a.18.jpg,1,0.9109
11,1,53,fac,F.a.18.jpg,2,2.0905
11,2,69,fac,F.a.18.jpg,2,1.0072
11,3,45,fac,F.a.18.jpg,3,0.8195
12,1,20,fac,F.a.18.jpg,4,0.9161
12,2,29,fac,F.a.18.jpg,2,1.53
12,3,14,fac,F.a.18.jpg,2,1.0005
13,1,67,fac,F.a.18.jpg,2,1.578
13,2,52,fac,F.a.18.jpg,1,0.9359
13,3,61,fac,F.a.18.jpg,2,0.9034
14,1,7,fac,F.a.18.jpg,3,1.2232
14,2,22,fac,F.a.18.jpg,3,2.0695
14,3,37,fac,F.a.18.jpg,2,2.539
15,1,44,fac,F.a.18.jpg,4,1.5967
15,2,59,fac,F.a.18.jpg,5,0.4806
15,3,74,fac,F.a.18.jpg,4,1.5514
16,1,33,fac,F.a.18.jpg,3,0.9114
16,2,7,fac,F.a.18.jpg,3,0.6278
16,3,16,fac,F.a.18.jpg,3,0.8804
17,1,65,fac,F.a.18.jpg,6,0.9689
17,2,74,fac,F.a.18.jpg,7,2.0637
17,3,48,fac,F.a.18.jpg,6,1.0882
18,1,8,fac,F.a.18.jpg,3,0.8075
18,2,13,fac,F.a.18.jpg,3,0.6262
18,3,32,fac,F.a.18.jpg,3,0.569
19,1,49,fac,F.a.18.jpg,2,0.9447
19,2,68,fac,F.a.18.jpg,1,1.0903
19,3,73,fac,F.a.18.jpg,1,0.8249
20,1,39,fac,F.a.18.jpg,2,0.7981
20,2,31,fac,F.a.18.jpg,2,1.2805
20,3,26,fac,F.a.18.jpg,1,0.8375
1,1,32,fac,F.a.01.jpg,1,1.3492
1,2,3,fac,F.a.01.jpg,1,1.0988
1,3,35,fac,F.a.01.jpg,2,1.3587
2,1,46,fac,F.a.01.jpg,5,0.7731
2,2,78,fac,F.a.01.jpg,4,0.6627
2,3,49,fac,F.a.01.jpg,5,0.8041
3,1,19,fac,F.a.01.jpg,1,0.6368
3,2,35,fac,F.a.01.jpg,4,0.5981
3,3,11,fac,F.a.01.jpg,2,1.1791
4,1,70,fac,F.a.01.jpg,5,1.5379
4,2,46,fac,F.a.01.jpg,1,1.2336
4,3,62,fac,F.a.01.jpg,1,2.7153
5,1,38,fac,F.a.01.jpg,4,0.5859
5,2,25,fac,F.a.01.jpg,3,0.4456
5,3,16,fac,F.a.01.jpg,3,0.4847
6,1,65,fac,F.a.01.jpg,1,1.1549
6,2,56,fac,F.a.01.jpg,2,0.765
6,3,43,fac,F.a.01.jpg,2,0.563
7,1,32,fac,F.a.01.jpg,3,2.5676
7,2,23,fac,F.a.01.jpg,2,0.8476
7,3,26,fac,F.a.01.jpg,3,3.4855
8,1,55,fac,F.a.01.jpg,3,2.5921
8,2,58,fac,F.a.01.jpg,2,0.806
8,3,49,fac,F.a.01.jpg,2,0.7078
9,1,30,fac,F.a.01.jpg,2,0.5769
9,2,34,fac,F.a.01.jpg,1,0.9331
9,3,9,fac,F.a.01.jpg,1,1.0579
10,1,72,fac,F.a.01.jpg,1,0.8258
10,2,47,fac,F.a.01.jpg,1,0.6949
10,3,51,fac,F.a.01.jpg,1,0.6581
11,1,49,fac,F.a.01.jpg,1,2.4492
11,2,63,fac,F.a.01.jpg,1,0.7876
11,3,60,fac,F.a.01.jpg,1,0.7248
12,1,7,fac,F.a.01.jpg,4,1.2297
12,2,7,fac,F.a.01.jpg,4,1.1637
12,3,17,fac,F.a.01.jpg,3,0.6486
13,1,64,fac,F.a.01.jpg,1,1.4552
13,2,74,fac,F.a.01.jpg,1,1.5083
13,3,74,fac,F.a.01.jpg,1,0.8187
14,1,33,fac,F.a.01.jpg,2,1.763
14,2,9,fac,F.a.01.jpg,2,0.6923
14,3,27,fac,F.a.01.jpg,2,5.943
15,1,54,fac,F.a.01.jpg,2,0.6517
15,2,72,fac,F.a.01.jpg,1,0.6333
15,3,48,fac,F.a.01.jpg,2,1.3412
16,1,7,fac,F.a.01.jpg,1,0.7763
16,2,4,fac,F.a.01.jpg,2,0.9713
16,3,32,fac,F.a.01.jpg,3,0.8261
17,1,49,fac,F.a.01.jpg,6,4.2532
17,2,77,fac,F.a.01.jpg,5,1.1398
17,3,74,fac,F.a.01.jpg,5,1.0942
18,1,38,fac,F.a.01.jpg,4,0.6555
18,2,9,fac,F.a.01.jpg,3,0.7954
18,3,28,fac,F.a.01.jpg,3,0.5774
19,1,53,fac,F.a.01.jpg,2,0.7871
19,2,72,fac,F.a.01.jpg,2,0.8924
19,3,43,fac,F.a.01.jpg,1,1.6803
20,1,11,fac,F.a.01.jpg,1,0.8108
20,2,26,fac,F.a.01.jpg,1,1.1049
